key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
129,"s1t2","ffxiv/sea_s1/twn/s1t2/level/s1t2",1,22,500,29,12,2,0,0,0,False,15,True,0,True,False,False,False,1020,122007,123003,852088,0,8,-1,0,1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
130,"w1t1","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,4,0,0,0,False,7,True,0,True,False,False,False,1035,122008,123102,852086,0,9,-1,0,2,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
131,"w1t2","ffxiv/wil_w1/twn/w1t2/level/w1t2",1,24,504,41,14,4,0,0,0,False,8,True,0,True,False,False,False,1035,122008,123103,853381,0,9,-1,0,3,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
132,"f1t1","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,23,506,52,2,3,0,0,0,False,1,True,0,True,False,False,False,1003,122009,123202,852087,0,2,-1,2,4,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
133,"f1t2","ffxiv/fst_f1/twn/f1t2/level/f1t2",1,23,506,53,3,3,0,0,0,False,2,True,0,True,False,False,False,1003,122009,123203,852103,0,2,-1,0,5,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
134,"s1f1","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,2,0,1,0,False,16,False,0,True,True,True,False,1021,122001,123004,852316,0,52,-1,0,6,False,0,0,0,19,1,False,False,0,False,False,False,False,False,1
135,"s1f2","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,0,1,0,False,17,False,0,True,True,True,False,1021,122001,123005,853721,0,10,-1,0,7,False,0,0,0,19,2,False,False,0,False,False,False,False,False,2
136,"s1h1_test","ffxiv/sea_s1/hou/s1h1/level/s1h1",1,22,502,425,72,2,0,0,0,False,14,False,0,False,False,False,False,1083,122001,123010,0,0,8,-1,0,8,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
137,"s1f3","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,2,0,1,0,False,18,False,0,True,True,True,False,1021,122001,123006,853427,0,11,-1,0,9,False,0,0,0,19,3,False,False,0,False,False,False,False,False,3
138,"s1f4","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,2,0,1,0,False,19,False,0,True,True,True,False,1021,122001,123007,852317,0,13,-1,0,10,False,0,0,0,19,4,False,False,0,False,False,False,False,False,4
139,"s1f5","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,22,502,34,19,2,0,1,0,False,20,False,0,True,True,True,False,1021,122001,123008,0,0,15,-1,0,11,False,0,0,0,19,5,False,False,0,False,False,False,False,False,5
140,"w1f1","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,0,1,0,False,9,False,0,True,True,True,False,1036,122002,123104,852089,0,17,-1,0,12,False,0,0,0,19,11,False,False,0,False,False,False,False,False,6
141,"w1f2","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,0,1,0,False,10,False,0,True,True,True,False,1036,122002,123105,852111,0,53,-1,0,13,False,0,0,0,19,12,False,False,0,False,False,False,False,False,7
142,"w1d7_battle","ffxiv/wil_w1/dun/w1d7/level/w1d7",1,24,505,49,195,4,2,10,81,False,0,False,0,True,False,False,False,1001,122002,124116,0,0,0,-1,68,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
143,"r1fd","ffxiv/roc_r1/fld/r1fd/level/r1fd",1,25,508,406,186,5,2,24,83,False,28,False,2,True,False,False,False,1001,122004,124313,0,0,0,-1,88,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
144,"w1eb","ffxiv/wil_w1/evt/w1eb/level/w1eb",1,24,503,1484,196,4,0,23,0,False,0,False,0,True,False,False,False,1143,122002,124117,854311,0,62,-1,77,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
145,"w1f3","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,4,0,1,0,False,11,False,0,True,True,True,False,1036,122002,123106,853019,0,18,-1,0,14,False,0,0,0,19,13,False,False,0,False,False,False,False,False,8
146,"w1f4","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,0,1,0,False,12,False,0,True,True,True,False,1036,122002,123107,852388,0,19,-1,0,15,False,0,0,38,19,14,False,False,0,False,False,False,False,False,9
147,"w1f5","ffxiv/wil_w1/fld/w1f5/level/w1f5",1,24,505,46,24,4,0,1,0,False,13,False,0,True,True,True,False,1036,122002,123108,852014,0,21,-1,0,16,False,0,0,0,19,15,False,False,0,False,False,False,False,False,10
148,"f1f1","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,0,1,0,False,3,False,0,True,True,True,False,1004,122003,123204,852246,0,3,-1,0,17,False,0,0,0,19,7,False,False,0,False,False,False,False,False,11
149,"z1z3","ffxiv/sea_s1/pvp/s1p5/level/s1p5",4,22,501,1664,285,2,2,28,128,False,65,False,0,True,False,False,False,1001,122001,124016,0,0,0,-1,138,-1,True,0,0,0,0,0,False,False,0,False,False,False,False,False,0
150,"l1d1","ffxiv/lak_l1/dun/l1d1/level/l1d1",1,26,509,418,201,6,2,3,32,False,74,False,0,True,False,False,False,1001,122005,124401,0,0,0,-1,87,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
151,"l1r3","ffxiv/lak_l1/rad/l1r3/level/l1r3",1,26,509,1431,184,6,2,8,111,False,0,False,0,True,False,False,False,1001,122011,124603,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
152,"f1f2","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,0,1,0,False,4,False,0,True,True,True,False,1004,122003,123205,852446,0,4,-1,0,18,False,0,0,11,19,8,False,False,0,False,False,False,False,False,12
153,"f1f3","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,0,1,0,False,5,False,0,True,True,True,False,1004,122003,123206,852244,0,5,-1,0,19,False,0,0,39,19,9,False,False,0,False,False,False,False,False,13
154,"f1f4","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,23,507,57,7,3,0,1,0,False,6,False,0,True,True,True,False,1004,122003,123207,853469,0,7,-1,0,20,False,0,0,0,19,10,False,False,0,False,False,False,False,False,14
155,"r1f1","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,0,1,0,False,21,False,1,True,True,True,False,1072,122004,123301,852247,0,23,-1,0,21,False,0,0,10,19,17,False,False,0,False,False,False,False,False,15
156,"l1f1","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,0,1,0,False,22,False,0,True,True,True,False,1073,122005,123401,852412,0,24,-1,0,22,False,0,0,0,19,16,False,False,0,False,False,False,False,False,16
157,"s1d1","ffxiv/sea_s1/dun/s1d1/level/s1d1",1,22,502,35,31,2,2,3,4,False,0,False,0,True,False,False,False,1032,122001,124001,0,0,0,-1,24,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
158,"s1d2","ffxiv/sea_s1/dun/s1d2/level/s1d2",1,22,502,36,45,2,2,3,8,False,0,False,0,True,False,False,False,1033,122001,124003,0,0,0,-1,25,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
159,"s1d3","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,22,502,37,32,2,2,3,10,False,0,False,0,True,False,False,False,1034,122001,124005,0,0,0,-1,26,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
160,"s1d4","ffxiv/sea_s1/dun/s1d4/level/s1d4",1,22,502,230,108,2,2,3,17,False,28,False,0,True,False,False,False,1001,122001,124007,0,0,0,-1,19,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
161,"w1d1","ffxiv/wil_w1/dun/w1d1/level/w1d1",1,24,505,48,34,4,2,3,3,False,0,False,0,True,False,False,False,1047,122002,124101,0,0,0,-1,29,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
162,"w1d2","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,24,505,49,46,4,2,3,7,False,0,False,0,True,False,False,False,1048,122002,124103,0,0,0,-1,30,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
163,"w1d3","ffxiv/wil_w1/dun/w1d3/level/w1d3",1,24,505,50,42,4,2,3,9,False,0,False,0,True,False,False,False,1049,122002,124105,0,0,0,-1,13,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
164,"f1d1","ffxiv/fst_f1/dun/f1d1/level/f1d1",1,23,507,58,8,3,2,3,2,False,0,False,0,True,False,False,False,1015,122003,124201,0,0,0,-1,28,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
166,"f1d2","ffxiv/fst_f1/dun/f1d2/level/f1d2",1,23,507,59,48,3,2,3,6,False,0,False,0,True,False,False,False,1017,122003,124203,0,0,0,-1,32,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
167,"f1d3","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,23,507,128,49,3,2,3,14,False,28,False,0,True,False,False,False,1018,122003,124205,0,0,0,-1,7,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
168,"r1d1","ffxiv/roc_r1/dun/r1d1/level/r1d1",1,25,508,401,37,5,2,3,11,False,27,False,2,True,False,False,False,1069,122004,124301,0,0,0,-1,12,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
169,"f1r1","ffxiv/fst_f1/rad/f1r1/level/f1r1",1,23,507,61,9,3,2,3,1,False,0,False,0,True,False,False,False,1016,122003,124207,0,0,0,-1,31,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
170,"w1r1","ffxiv/wil_w1/rad/w1r1/level/w1r1",1,24,505,47,52,4,2,3,12,False,0,False,0,True,False,False,False,1050,122002,124107,0,0,0,-1,8,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
171,"r1r1","ffxiv/roc_r1/rad/r1r1/level/r1r1",1,25,508,64,50,5,2,3,13,False,0,False,0,True,False,False,False,1070,122004,124303,0,0,0,-1,9,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
172,"r1r2","ffxiv/roc_r1/rad/r1r2/level/r1r2",1,25,508,65,38,5,2,3,5,False,0,False,0,True,False,False,False,1071,122004,124304,0,0,0,-1,33,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
174,"l1r1","ffxiv/lak_l1/rad/l1r1/level/l1r1",1,26,509,478,71,6,2,8,92,False,0,False,0,True,False,False,False,1001,122011,124601,0,0,0,-1,21,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
175,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
176,"z1j1","ffxiv/zon_z1/jai/z1j1/level/z1j1",1,148,0,153,1,1,0,5,0,False,0,False,0,False,False,False,False,1001,-1,-1,0,0,55,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
177,"s1ti","ffxiv/sea_s1/twn/s1ti/level/s1ti",1,22,500,733,26,2,0,2,0,False,0,False,0,True,False,False,False,5,122001,123001,852012,0,8,-1,0,23,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
178,"w1ti","ffxiv/wil_w1/twn/w1ti/level/w1ti",1,24,504,617,27,4,0,2,0,False,0,False,0,True,False,False,False,5,122002,123101,852013,0,9,-1,0,24,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
179,"f1ti","ffxiv/fst_f1/twn/f1ti/level/f1ti",1,23,506,548,28,3,0,2,0,False,0,False,0,True,False,False,False,5,122003,123201,852098,0,2,-1,0,25,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
180,"s1f6","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,22,502,350,30,2,0,1,0,False,24,False,0,True,True,True,False,1021,122001,123009,852387,0,16,-1,0,26,False,0,0,37,19,6,False,False,0,False,False,False,False,False,17
181,"s1t1_opening","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,22,500,27,11,2,0,6,0,False,0,False,0,True,False,False,False,1020,122007,123002,852076,0,8,1300,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
182,"w1t1_opening","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,4,0,6,0,False,0,False,0,True,False,False,False,1035,122008,123102,852077,0,9,1300,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
183,"f1t1_opening","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,23,506,52,2,3,0,6,0,False,0,False,0,True,False,False,False,1003,122009,123202,852073,0,2,1300,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
184,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
185,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
186,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
187,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
188,"s1d8","ffxiv/sea_s1/dun/s1d8/level/s1d8",1,22,502,37,188,2,2,3,30,False,40,False,0,True,False,False,False,1001,122001,124014,0,0,0,-1,81,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
189,"f1d7","ffxiv/fst_f1/dun/f1d7/level/f1d7",1,23,507,128,189,3,2,3,29,False,40,False,0,True,False,False,False,1001,122003,124212,0,0,0,-1,79,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
190,"go002","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,2,3,43,False,3,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
191,"go005","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,2,3,46,False,4,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
192,"go006","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,2,3,47,False,5,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
193,"w1b1","ffxiv/wil_w1/bah/w1b1/level/w1b1",1,24,505,1406,175,4,2,16,107,False,0,False,0,True,False,False,False,1001,122013,124531,0,0,0,-1,60,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
194,"w1b2","ffxiv/wil_w1/bah/w1b2/level/w1b2",1,24,505,1407,176,4,2,16,108,False,0,False,0,True,False,False,False,1001,122013,124532,0,0,0,-1,61,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
195,"w1b3","ffxiv/wil_w1/bah/w1b3/level/w1b3",1,24,505,1408,177,4,2,17,109,False,0,False,0,True,False,False,False,1001,122013,124533,0,0,0,-1,62,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
196,"w1b4","ffxiv/wil_w1/bah/w1b4/level/w1b4",1,24,505,1409,178,4,2,17,110,False,44,False,0,True,False,False,False,1001,122010,124534,0,0,0,-1,63,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
197,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
198,"s1e4","ffxiv/sea_s1/evt/s1e4/level/s1e4",1,22,500,351,75,2,0,15,0,False,14,False,0,True,False,False,False,75,-1,-1,852801,0,8,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
199,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
200,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
201,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
202,"w1fa","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,24,505,357,35,4,2,10,56,False,25,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,5,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
203,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
204,"f1e4","ffxiv/fst_f1/evt/f1e4/level/f1e4",1,23,506,346,68,3,0,15,0,False,0,False,0,True,False,False,False,85,-1,-1,0,0,2,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
205,"f1e5","ffxiv/fst_f1/evt/f1e5/level/f1e5",1,23,506,347,69,3,0,15,0,False,0,False,0,True,False,False,False,73,-1,-1,0,0,2,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
206,"s1fa","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,22,502,359,33,2,2,10,57,False,23,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,6,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
207,"f1fa","ffxiv/fst_f1/fld/f1fa/level/f1fa",1,23,507,360,36,3,2,10,66,False,30,False,0,True,False,False,False,1001,122003,124208,0,0,0,-1,18,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
208,"r1fa","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,361,39,5,2,10,58,False,26,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,10,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
209,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
210,"w1e4","ffxiv/wil_w1/evt/w1e4/level/w1e4",1,24,504,354,78,4,0,15,0,False,0,False,0,True,False,False,False,85,-1,-1,0,0,9,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
211,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
212,"w1e6","ffxiv/wil_w1/evt/w1e6/level/w1e6",1,24,505,356,80,4,0,15,0,False,0,False,0,True,False,False,False,1036,-1,-1,852093,0,17,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
213,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
214,"go001","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,2,2,3,42,False,16,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
215,"go003","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,2,3,44,False,9,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
216,"go004","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,2,3,45,False,10,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
217,"w1d4","ffxiv/wil_w1/dun/w1d4/level/w1d4",1,24,505,260,47,4,2,3,15,False,0,False,0,True,False,False,False,1001,122002,124112,0,0,0,-1,35,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
218,"","",0,0,0,0,0,0,0,0,0,False,0,False,0,False,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
219,"go008","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,2,3,49,False,3,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
220,"go007","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,2,3,48,False,5,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
221,"go009","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,22,502,34,19,2,2,3,50,False,20,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
222,"go010","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,2,3,51,False,17,False,0,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
223,"go011","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,2,3,52,False,21,False,2,True,False,False,False,1001,-1,-1,0,0,0,-1,0,-1,False,0,0,0,0,0,False,False,0,False,False,False,False,False,0
